schemaVersion,recordType,source.name,source.url,content.startupName,content.productName,content.pricingModel,collectedAt
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/cheetah,Cheetah,Cheetah,FREEMIUM,2026-06-24T05:49:01.395936Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/etleap,Etleap,Etleap,FREEMIUM,2026-06-24T05:49:01.396226Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/influxdata,InfluxData,InfluxData,FREE,2026-06-24T05:49:01.396508Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/strikingly,Strikingly,Strikingly,FREEMIUM,2026-06-24T05:49:01.396881Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/lollipuff,Lollipuff,Lollipuff,FREEMIUM,2026-06-24T05:49:01.397269Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/radar,RADAR,RADAR,FREEMIUM,2026-06-24T05:49:01.397554Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/experiment,Experiment,Experiment,FREEMIUM,2026-06-24T05:49:01.397880Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/simplyinsured,SimplyInsured,SimplyInsured,FREEMIUM,2026-06-24T05:49:01.398152Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/wefunder,Wefunder,Wefunder,FREEMIUM,2026-06-24T05:49:01.398441Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/wevorce,Wevorce,Wevorce,FREEMIUM,2026-06-24T05:49:01.398725Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/goldbelly,Goldbelly,Goldbelly,FREEMIUM,2026-06-24T05:49:01.399034Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/watsi,Watsi,Watsi,FREEMIUM,2026-06-24T05:49:01.399338Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/7cups,7cups,7cups,FREEMIUM,2026-06-24T05:49:01.399608Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/asseta,Asseta,Asseta,FREEMIUM,2026-06-24T05:49:01.400108Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/easypost,EasyPost,EasyPost,FREEMIUM,2026-06-24T05:49:01.400465Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/estimote-inc,Estimote,"Estimote,",FREEMIUM,2026-06-24T05:49:01.400734Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/cratejoy,Cratejoy,Cratejoy,PAID,2026-06-24T05:49:01.400996Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/panorama-education,Panorama Education,Panorama Education,FREEMIUM,2026-06-24T05:49:01.401430Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/lob,Lob,Lob,FREEMIUM,2026-06-24T05:49:01.401878Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/reebee,Reebee,Reebee,FREEMIUM,2026-06-24T05:49:01.402162Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/true-link,True Link,True Link,FREEMIUM,2026-06-24T05:49:01.402634Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/webflow,Webflow,Webflow,FREEMIUM,2026-06-24T05:49:01.402895Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/42,42,42,FREEMIUM,2026-06-24T05:49:01.403155Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/airhelp,AirHelp,AirHelp,FREEMIUM,2026-06-24T05:49:01.403432Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/ambition,Ambition,Ambition,FREEMIUM,2026-06-24T05:49:01.403700Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/caremessage,CareMessage,CareMessage,FREEMIUM,2026-06-24T05:49:01.403964Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/aptdeco,AptDeco,AptDeco,FREEMIUM,2026-06-24T05:49:01.404232Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/bellabeat,Bellabeat,Bellabeat,PAID,2026-06-24T05:49:01.404494Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/cambly,Cambly,Cambly,FREEMIUM,2026-06-24T05:49:01.404746Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/noora-health,Noora Health,Noora Health,FREEMIUM,2026-06-24T05:49:01.405019Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/codecombat,CodeCombat,CodeCombat,FREEMIUM,2026-06-24T05:49:01.405295Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/codenow,CodeNow,CodeNow,FREEMIUM,2026-06-24T05:49:01.405690Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/flexport,Flexport,Flexport,FREEMIUM,2026-06-24T05:49:01.405957Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/emailio,Emailio,Emailio,FREEMIUM,2026-06-24T05:49:01.406284Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/mbx,MBX,MBX,FREEMIUM,2026-06-24T05:49:01.406553Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/one-degree,One Degree,One Degree,FREEMIUM,2026-06-24T05:49:01.406834Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/piinpoint,PiinPoint,PiinPoint,FREEMIUM,2026-06-24T05:49:01.407096Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/povio,Povio,Povio,FREEMIUM,2026-06-24T05:49:01.407648Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/pushbullet,Pushbullet,Pushbullet,FREEMIUM,2026-06-24T05:49:01.407999Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/shoobs,Shoobs,Shoobs,FREEMIUM,2026-06-24T05:49:01.408324Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/snapdocs,Snapdocs,Snapdocs,ENTERPRISE,2026-06-24T05:49:01.408592Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/guesty,Guesty,Guesty,FREEMIUM,2026-06-24T05:49:01.408847Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/truevault,TrueVault,TrueVault,FREEMIUM,2026-06-24T05:49:01.409092Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/zidisha,Zidisha,Zidisha,FREEMIUM,2026-06-24T05:49:01.409412Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/zinc,Zinc,Zinc,FREEMIUM,2026-06-24T05:49:01.409663Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/algolia,Algolia,Algolia,FREEMIUM,2026-06-24T05:49:01.409923Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/gbatteries,GBatteries,GBatteries,FREEMIUM,2026-06-24T05:49:01.410175Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/mixerbox,MixerBox,MixerBox,FREEMIUM,2026-06-24T05:49:01.410423Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/opencurriculum,OpenCurriculum,OpenCurriculum,FREEMIUM,2026-06-24T05:49:01.410666Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/dyspatch,Dyspatch,Dyspatch,FREEMIUM,2026-06-24T05:49:01.410913Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/immunity-project,Immunity Project,Immunity Project,FREEMIUM,2026-06-24T05:49:01.411233Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/backpack,Backpack,Backpack,FREEMIUM,2026-06-24T05:49:01.411484Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/checkr,Checkr,Checkr,FREEMIUM,2026-06-24T05:49:01.411731Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/cleartax,Clear,Clear,FREEMIUM,2026-06-24T05:49:01.412097Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/flaviar,Flaviar,Flaviar,PAID,2026-06-24T05:49:01.412341Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/hyperpad,Hyperpad,Hyperpad,FREEMIUM,2026-06-24T05:49:01.412603Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/greentoe,Greentoe,Greentoe,FREEMIUM,2026-06-24T05:49:01.412851Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/protocol-labs,Protocol Labs,Protocol Labs,FREE,2026-06-24T05:49:01.413104Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/metricwire,MetricWire,MetricWire,FREEMIUM,2026-06-24T05:49:01.413348Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/mtailor,MTailor,MTailor,FREEMIUM,2026-06-24T05:49:01.413589Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/alchemy,Alchemy,Alchemy,FREEMIUM,2026-06-24T05:49:01.413837Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/permutive,Permutive,Permutive,FREEMIUM,2026-06-24T05:49:01.414122Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/picnicai,PicnicAI,PicnicAI,FREEMIUM,2026-06-24T05:49:01.414569Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/sfox,SFOX,SFOX,FREEMIUM,2026-06-24T05:49:01.414830Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/usergems,UserGems,UserGems,FREEMIUM,2026-06-24T05:49:01.415092Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/shipbob,ShipBob,ShipBob,FREEMIUM,2026-06-24T05:49:01.415382Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/spotangels,SpotAngels,SpotAngels,FREEMIUM,2026-06-24T05:49:01.415651Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/hive,Hive,Hive,FREEMIUM,2026-06-24T05:49:01.415902Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/roomstorm,Roomstorm,Roomstorm,FREEMIUM,2026-06-24T05:49:01.416158Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/front,Front,Front,FREEMIUM,2026-06-24T05:49:01.416406Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/helion-energy,Helion Energy,Helion Energy,FREEMIUM,2026-06-24T05:49:01.416662Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/bayes-impact,Bayes Impact,Bayes Impact,FREEMIUM,2026-06-24T05:49:01.416925Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/qventus,Qventus,Qventus,FREEMIUM,2026-06-24T05:49:01.417175Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/akido-labs,Akido Labs,Akido Labs,FREEMIUM,2026-06-24T05:49:01.417428Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/mezmo,Mezmo,Mezmo,FREEMIUM,2026-06-24T05:49:01.417692Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/magic,Magic,Magic,FREEMIUM,2026-06-24T05:49:01.417742Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/bright,Bright,Bright,FREEMIUM,2026-06-24T05:49:01.418250Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/numerion-labs,Numerion Labs,Numerion Labs,FREEMIUM,2026-06-24T05:49:01.418595Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/democracy-earth,Democracy Earth,Democracy Earth,FREE,2026-06-24T05:49:01.418924Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/the-human-utility,The Human Utility,The Human Utility,FREEMIUM,2026-06-24T05:49:01.419261Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/zeitview,Zeitview,Zeitview,FREEMIUM,2026-06-24T05:49:01.419506Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/bankjoy,Bankjoy,Bankjoy,FREEMIUM,2026-06-24T05:49:01.419748Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/givemetap,GiveMeTap,GiveMeTap,FREEMIUM,2026-06-24T05:49:01.420007Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/grubmarket,GrubMarket,GrubMarket,FREEMIUM,2026-06-24T05:49:01.420247Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/labdoor,Labdoor,Labdoor,FREEMIUM,2026-06-24T05:49:01.420497Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/platzi,Platzi,Platzi,FREEMIUM,2026-06-24T05:49:01.420744Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/buildscience,BuildScience,BuildScience,FREEMIUM,2026-06-24T05:49:01.420992Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/readme,ReadMe,ReadMe,FREEMIUM,2026-06-24T05:49:01.421421Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/sails-co,Sails,Sails,FREE,2026-06-24T05:49:01.421689Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/sirum,SIRUM,SIRUM,FREEMIUM,2026-06-24T05:49:01.422047Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/tempo,Tempo,Tempo,FREEMIUM,2026-06-24T05:49:01.422357Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/teamnote,TeamNote,TeamNote,FREEMIUM,2026-06-24T05:49:01.422656Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/makrwatch,Makrwatch,Makrwatch,PAID,2026-06-24T05:49:01.422975Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/resolve,Resolve,Resolve,FREEMIUM,2026-06-24T05:49:01.423475Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/cleanly,Cleanly,Cleanly,FREEMIUM,2026-06-24T05:49:01.423803Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/quantierra,Quantierra,Quantierra,FREEMIUM,2026-06-24T05:49:01.424177Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/ebrandvalue,eBrandvalue,eBrandvalue,FREEMIUM,2026-06-24T05:49:01.424466Z
